Code,Name,Latitude,Longitude
20940,"El Centro, CA",33.0113694,-115.4733554
21060,"Elizabethtown-Fort Knox, KY",37.441746,-94.2421887
21140,"Elkhart-Goshen, IN",41.6062253,-85.8486236
21300,"Elmira, NY",42.1362071,-76.7798172
21340,"El Paso, TX",31.68736285,-105.8997436
21420,"Enid, OK",39.6584775,-107.763621
21500,"Erie, PA",42.9023958,-78.8661589
21660,"Eugene, OR",43.9610092,-122.6618227
21780,"Evansville, IN-KY",37.38222585,-86.291786775
21820,"Fairbanks, AK",64.9526102,-146.4744154
22020,"Fargo, ND-MN",38.604405,-88.0048096
22140,"Farmington, NM",48.6118035,-122.9602621
22180,"Fayetteville, NC",34.9987546,-78.99636785
22220,"Fayetteville-Springdale-Rogers, AR-MO",41.840474775,-106.6829341
22380,"Flagstaff, AZ",35.6647545,-111.4752851
22420,"Flint, MI",43.0777289,-83.6773928
22500,"Florence, SC",34.17392905,-79.82949255
22520,"Florence-Muscle Shoals, AL",34.79792215,-87.77617905
22540,"Fond du Lac, WI",43.7008379,-88.2461183
22660,"Fort Collins, CO",40.6955572,-105.5943388
22900,"Fort Smith, AR-OK",36.8174788,-91.001587075
23060,"Fort Wayne, IN",39.5324773333,-84.7994873333
23420,"Fresno, CA",36.9858984,-119.2320784
23460,"Gadsden, AL",34.0455341,-86.0529604
23540,"Gainesville, FL",29.67253385,-82.5613734
23580,"Gainesville, GA",34.30778,-83.804868
23900,"Gettysburg, PA",39.8398269,-104.1930918
24020,"Glens Falls, NY",42.47372645,-103.5872722
24140,"Goldsboro, NC",42.2790746,-83.336188
24220,"Grand Forks, ND-MN",37.9327583,-89.5253042
24260,"Grand Island, NE",38.5084659,-85.83405255
24300,"Grand Junction, CO",38.9585381,-108.6175626
24340,"Grand Rapids-Wyoming, MI",42.950972975,-85.539531175
24420,"Grants Pass, OR",42.3447572,-123.4568737
24500,"Great Falls, MT",47.4688355,-111.5453227
24540,"Greeley, CO",40.3920718,-104.7158226
24580,"Green Bay, WI",42.8428439667,-87.1893653
24660,"Greensboro-High Point, NC",36.8058441,-79.5143011333
24780,"Greenville, NC",35.5589221,-77.4242972
24860,"Greenville-Anderson-Mauldin, SC",34.726887375,-82.44242935
25020,"Guayama, PR",17.9854292333,-66.0635905667
25060,"Gulfport-Biloxi-Pascagoula, MS",36.8169666333,-89.0035826667
25180,"Hagerstown-Martinsburg, MD-WV",39.32468625,-101.49880375
25220,"Hammond, LA",30.6194521,-90.3748354
25260,"Hanford-Corcoran, CA",36.0988489,-119.8815203
25420,"Harrisburg-Carlisle, PA",38.5330213667,-77.5739294
25500,"Harrisonburg, VA",38.51608035,-78.87623515
25540,"Hartford-West Hartford-East Hartford, CT",41.3484897667,-73.1804983
25620,"Hattiesburg, MS",35.1143945667,-87.3903451667
25860,"Hickory-Lenoir-Morganton, NC",35.81648315,-81.4385711
25940,"Hilton Head Island-Bluffton-Beaufort, SC",32.3887378,-80.8984537
25980,"Hinesville, GA",30.9694567,-88.31651585
26140,"Homosassa Springs, FL",28.8848842,-82.5185837
26300,"Hot Springs, AR",34.5559285,-93.1779659
26380,"Houma-Thibodaux, LA",29.46259885,-90.6395316
26420,"Houston-The Woodlands-Sugar Land, TX",30.7612076667,-93.3886147667
26580,"Huntington-Ashland, WV-KY-OH",37.6737481143,-82.0840857
26620,"Huntsville, AL",36.8420737,-88.4338517
26820,"Idaho Falls, ID",40.8854311,-112.782940767
26900,"Indianapolis-Carmel-Anderson, IN",37.3735570273,-89.4205200273
26980,"Iowa City, IA",42.18436135,-108.92044825
27060,"Ithaca, NY",42.4575747,-76.5488232
27100,"Jackson, MI",38.9914998,-94.315422
27140,"Jackson, MS",33.3408754,-90.15007935
27180,"Jackson, TN",36.5009853667,-88.9646557
27260,"Jacksonville, FL",32.27281614,-80.13425846
27340,"Jacksonville, NC",34.6540094,-77.4701972
27500,"Janesville-Beloit, WI",42.6251506,-89.0179332
27620,"Jefferson City, MO",38.148875375,-93.2474515
27740,"Johnson City, TN",39.2867343667,-95.8784188667
27780,"Johnstown, PA",40.4894231,-78.7476208
27860,"Jonesboro, AR",35.71697725,-90.6583374
27900,"Joplin, MO",33.0229328,-82.4613836
27980,"Kahului-Wailuku-Lahaina, HI",21.0128784,-156.6534492
28020,"Kalamazoo-Portage, MI",42.23690055,-85.76609065
28100,"Kankakee, IL",41.1790977,-87.7763333
28140,"Kansas City, MO-KS",39.3114361857,-90.9977441143
28420,"Kennewick-Richland, WA",43.16605535,-101.24765945
28660,"Killeen-Temple, TX",31.295205,-97.8727274
28700,"Kingsport-Bristol-Bristol, TN-VA",42.0025573,-89.44191382
28740,"Kingston, NY",41.8586493,-74.3118212
28940,"Knoxville, TN",36.5506826111,-86.6091083778
29020,"Kokomo, IN",39.2873463,-76.964306
29100,"La Crosse-Onalaska, WI-MN",38.1418339,-87.3850725
29180,"Lafayette, LA",30.00364864,-92.05956132
29200,"Lafayette-West Lafayette, IN",42.0686503667,-94.4602129
29340,"Lake Charles, LA",30.0261861,-93.2584288
29420,"Lake Havasu City-Kingman, AZ",35.2143346,-113.7632828
29460,"Lakeland-Winter Haven, FL",27.8617347,-81.6911559
29540,"Lancaster, PA",40.0466571,-76.1783739
29620,"Lansing-East Lansing, MI",42.7339632333,-84.5499187667
29700,"Laredo, TX",27.8174487,-99.0128926
29740,"Las Cruces, NM",32.485767,-106.7234639
29820,"Las Vegas-Henderson-Paradise, NV",36.0795613,-115.094045
29940,"Lawrence, KS",39.2587106,-104.9388853
30020,"Lawton, OK",34.4851859,-98.3964938
30140,"Lebanon, PA",40.3666686,-76.5025742
30300,"Lewiston, ID-WA",46.28209685,-116.9156984
30340,"Lewiston-Auburn, ME",44.1912416,-70.1707037
30460,"Lexington-Fayette, KY",38.5064543667,-91.84628715
30620,"Lima, OH",41.0932622,-85.023346
30700,"Lincoln, NE",40.477261,-86.63841925
30780,"Little Rock-North Little Rock-Conway, AR",37.7928207,-94.27805275
30860,"Logan, UT-ID",40.88573855,-97.3773134
30980,"Longview, TX",36.9061981,-93.6616735
31020,"Longview, WA",46.1746472,-122.7746902
31080,"Los Angeles-Long Beach-Anaheim, CA",33.88484865,-118.0374012
31140,"Louisville/Jefferson County, KY-IN",37.6747335417,-93.9165167917
31180,"Lubbock, TX",33.4566676333,-101.6161006
31340,"Lynchburg, VA",37.70482792,-80.1823063
31420,"Macon-Bibb County, GA",36.39094426,-82.87536186
31460,"Madera, CA",37.251926,-119.6962677
31540,"Madison, WI",40.5247165,-87.87698355
31700,"Manchester-Nashua, NH",27.9903597,-82.3017728
31740,"Manhattan, KS",37.32204325,-96.9209696
31860,"Mankato-North Mankato, MN",44.15389935,-94.13110275
31900,"Mansfield, OH",34.0412165,-80.9428911
32420,"Mayagüez, PR",18.17051255,-67.1362784
32580,"McAllen-Edinburg-Mission, TX",26.4656319,-98.2212979
32780,"Medford, OR",38.9914998,-94.315422
32820,"Memphis, TN-MS-AR",36.0301616222,-92.2995697
32900,"Merced, CA",37.2009788,-120.7120023
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",26.1310499,-80.4250964333
33140,"Michigan City-La Porte, IN",41.4775131,-86.8220341
33220,"Midland, MI",31.8781368,-101.9804613
33260,"Midland, TX",29.47931515,-91.1954285
33340,"Milwaukee-Waukesha-West Allis, WI",43.737828775,-96.709483775
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.2459687125,-97.0903589062
33540,"Missoula, MT",47.0240503,-113.6869923
33660,"Mobile, AL",30.6082227,-88.2461183
33700,"Modesto, CA",37.5090711,-120.9876321
33740,"Monroe, LA",32.6065477,-92.3025144
33780,"Monroe, MI",43.2841246,-77.7452081
33860,"Montgomery, AL",33.7896587,-83.26143395
34060,"Morgantown, WV",39.5533992,-79.8071222
34100,"Morristown, TN",37.8927316,-94.27985085
34580,"Mount Vernon-Anacortes, WA",48.4241961,-121.7114362
34620,"Muncie, IN",39.907793,-75.3878525
34740,"Muskegon, MI",43.2831969,-86.7416374
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.97359825,-78.56543145
34900,"Napa, CA",38.5024689,-122.2653887
34940,"Naples-Immokalee-Marco Island, FL",26.069985,-81.4278984
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.6557837786,-87.2150251429
35100,"New Bern, NC",33.9186259333,-80.9715054333
35300,"New Haven-Milford, CT",41.3266911,-72.8042797
35380,"New Orleans-Metairie, LA",29.912200025,-90.0652926875
35620,"New York-Newark-Jersey City, NY-NJ-PA",39.374473644,-78.59418238
35660,"Niles-Benton Harbor, MI",42.0320742,-86.7416374
35840,"North Port-Sarasota-Bradenton, FL",27.33975905,-82.345189
35980,"Norwich-New London, CT",41.5185189,-72.0468164
36100,"Ocala, FL",29.2787765,-82.12784
36140,"Ocean City, NJ",39.105884,-74.8273184
36220,"Odessa, TX",31.8246483,-102.5298028
36260,"Ogden-Clearfield, UT",41.1993512,-112.229425925
36420,"Oklahoma City, OK",35.4139768,-95.2622781571
36500,"Olympia-Tumwater, WA",46.8645747,-122.7695986
36540,"Omaha-Council Bluffs, NE-IA",40.8906411,-99.3948860875
36740,"Orlando-Kissimmee-Sanford, FL",29.8088676,-90.47328175
36780,"Oshkosh-Neenah, WI",42.3121109,-89.1705998
36980,"Owensboro, KY",39.7686514667,-86.5481551333
37100,"Oxnard-Thousand Oaks-Ventura, CA",34.3704884,-119.1390642
37340,"Palm Bay-Melbourne-Titusville, FL",28.263933,-80.7214417
37460,"Panama City, FL",29.99034645,-85.5197715
37620,"Parkersburg-Vienna, WV",41.75919335,-85.72930465
37860,"Pensacola-Ferry Pass-Brent, FL",30.70396575,-87.16189435
37900,"Peoria, IL",39.44288672,-87.20198214
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.7773133818,-75.5144575636
38060,"Phoenix-Mesa-Scottsdale, AZ",33.05400145,-111.85682445
38220,"Pine Bluff, AR",36.7662322,-94.6085884333
38300,"Pittsburgh, PA",40.2973380286,-86.6591692
38340,"Pittsfield, MA",42.311782,-73.1821623
38540,"Pocatello, ID",42.5836362,-112.1430215
38660,"Ponce, PR",18.0392373143,-66.6979447714
38860,"Portland-South Portland, ME",37.9195078667,-76.5940190667
38900,"Portland-Vancouver-Hillsboro, OR-WA",42.4213893571,-115.740311314
38940,"Port St. Lucie, FL",27.2015249,-80.47712035
39140,"Prescott, AZ",34.6463981,-112.4291464
39300,"Providence-Warwick, RI-MA",42.5850916167,-82.2526488167
39340,"Provo-Orem, UT",39.90371955,-112.14294555
39380,"Pueblo, CO",38.2528534,-104.4723301
39460,"Punta Gorda, FL",26.8946009,-81.909826
39540,"Racine, WI",42.761082,-87.6186379
39580,"Raleigh, NC",37.0863389333,-79.9811562
39660,"Rapid City, SD",42.1310625667,-103.417805767
39740,"Reading, PA",40.3451566,-75.9927652
39820,"Redding, CA",40.7908864,-121.8474493
39900,"Reno, NV",39.9849117,-119.5803586
40060,"Richmond, VA",37.7784882059,-77.2695499765
40140,"Riverside-San Bernardino-Ontario, CA",34.45625245,-116.9077541
40220,"Roanoke, VA",38.26836975,-85.7909370667
40340,"Rochester, MN",43.848077875,-91.345611225
40380,"Rochester, NY",42.84782085,-79.5942900833
40420,"Rockford, IL",40.6794828,-90.77598095
40580,"Rocky Mount, NC",35.92190005,-77.81373875
40660,"Rome, GA",34.2828967,-85.2308414
40900,"Sacramento--Roseville--Arden-Arcade, CA",38.7683712,-121.12391725
40980,"Saginaw, MI",43.4044253,-84.0167423
41060,"St. Cloud, MN",45.9505577,-107.04435925
41100,"St. George, UT",45.5233107,-122.9888329
41140,"St. Joseph, MO-KS",38.3047324,-92.258498125
41180,"St. Louis, MO-IL",39.86958066,-87.64887474
41420,"Salem, OR",28.5702556,-81.90949795
41500,"Salinas, CA",36.3136201,-121.3541631
41540,"Salisbury, MD-DE",39.5526655,-75.10718835
41620,"Salt Lake City, UT",40.57564,-112.476724
41660,"San Angelo, TX",31.31983565,-100.66498295
41700,"San Antonio-New Braunfels, TX",33.2260366,-92.5990686
41740,"San Diego-Carlsbad, CA",32.7157305,-117.1610966
41860,"San Francisco-Oakland-Hayward, CA",37.74943304,-122.24109594
41900,"San Germán, PR",18.073758975,-67.051661025
41940,"San Jose-Sunnyvale-Santa Clara, CA",36.9548732,-121.4391681
41980,"San Juan-Carolina-Caguas, PR",16.498854535,-66.70693513
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",35.3102296,-120.4357631
42100,"Santa Cruz-Watsonville, CA",37.0453988,-121.9579578
42140,"Santa Fe, NM",35.3653705,-105.9699878
42200,"Santa Maria-Santa Barbara, CA",34.4208321,-119.6982057
42220,"Santa Rosa, CA",38.5779555,-122.9888319
42340,"Savannah, GA",32.1337419333,-81.3251262667
42540,"Scranton--Wilkes-Barre--Hazleton, PA",41.7415357333,-76.5896835333
42660,"Seattle-Tacoma-Bellevue, WA",47.5495398333,-121.982359
42680,"Sebastian-Vero Beach, FL",27.6947732,-80.543845
42700,"Sebring, FL",27.3400286,-81.3400268
43100,"Sheboygan, WI",43.6895227,-87.6186379
43300,"Sherman-Denison, TX",33.7062406,-96.663812
43340,"Shreveport-Bossier City, LA",32.54100105,-93.63226745
43420,"Sierra Vista-Douglas, AZ",31.828458,-109.949686
43580,"Sioux City, IA-NE-SD",41.26396948,-87.45140308
43620,"Sioux Falls, SD",38.61390225,-89.757353775
43780,"South Bend-Mishawaka, IN-MI",44.41863105,-90.2842966
43900,"Spartanburg, SC",34.89720805,-81.24866325
44060,"Spokane-Spokane Valley, WA",48.1834748,-117.5486255
44100,"Springfield, IL",35.35698905,-94.71882905
44140,"Springfield, MA",42.23218355,-72.6624209
44180,"Springfield, MO",35.95134844,-89.94906076
44220,"Springfield, OH",36.0795613,-115.094045
44300,"State College, PA",40.8765649,-77.8367282
44420,"Staunton-Waynesboro, VA",38.1395004667,-79.0687596333
44700,"Stockton-Lodi, CA",37.9175935,-121.1710389
44940,"Sumter, SC",28.6747526,-82.0842901
45060,"Syracuse, NY",41.8044974,-80.7606903667
45220,"Tallahassee, FL",32.689277775,-89.613530475
45300,"Tampa-St. Petersburg-Clearwater, FL",28.186969525,-82.496711725
45460,"Terre Haute, IN",37.805778225,-82.919381775
45500,"Texarkana, TX-AR",33.4872589667,-94.1792821
45540,"The Villages, FL",28.6747526,-82.0842901
45780,"Toledo, OH",39.9892042333,-85.9499563667
45820,"Topeka, KS",38.63850402,-97.55725936
45940,"Trenton, NJ",40.3028533,-74.7337069
46060,"Tucson, AZ",32.057499,-111.6660725
46140,"Tulsa, OK",36.1278572714,-96.0509366429
46220,"Tuscaloosa, AL",34.1112937,-90.6659711
46340,"Tyler, TX",32.3352505,-95.3102505
46520,"Urban Honolulu, HI",21.3069857,-157.8584319
46540,"Utica-Rome, NY",43.20011925,-75.1542886
46660,"Valdosta, GA",29.916690925,-86.875249975
46700,"Vallejo-Fairfield, CA",38.3104969,-121.9017954
47020,"Victoria, TX",28.6693309,-97.17924755
47220,"Vineland-Bridgeton, NJ",34.9542604,-78.7476208
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.1540785,-76.6016179375
47300,"Visalia-Porterville, CA",36.1341739,-118.8596804
47380,"Waco, TX",31.34093485,-97.09293265
47460,"Walla Walla, WA",39.8734178,-100.4219033
47580,"Warner Robins, GA",33.2550398667,-86.5615327
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.6147272417,-79.062936825
47940,"Waterloo-Cedar Falls, IA",42.1863130333,-91.0547761
48060,"Watertown-Fort Drum, NY",39.5800298,-105.2662931
48140,"Wausau, WI",44.850452,-89.8505012
48260,"Weirton-Steubenville, WV-OH",40.2923728667,-89.8365838667
48300,"Wenatchee, WA",43.60162185,-112.80689605
48540,"Wheeling, WV-OH",37.3028889333,-84.6861201333
48620,"Wichita, KS",38.12935004,-91.88540138
48660,"Wichita Falls, TX",32.5004908667,-93.0916451667
48700,"Williamsport, PA",41.2720004,-77.1024902
48900,"Wilmington, NC",34.3662821,-77.8595939
49020,"Winchester, VA-WV",40.3057487,-76.0986507333
49180,"Winston-Salem, NC",35.71484014,-81.16570208
49340,"Worcester, MA-CT",39.99299245,-73.74064455
49420,"Yakima, WA",46.543606,-120.7558291
49620,"York-Hanover, PA",34.9871367,-81.2518833
49660,"Youngstown-Warren-Boardman, OH-PA",40.865509,-78.7255301
49700,"Yuba City, CA",39.13833955,-121.5369183
